code,relative_text_contribution,relative_group_fit,quote,ID,row_num
V4,0.538,0.913,"One doesn't have to be verry smart to see this was a setup. As a prior military person I can see many problems with what is being told to the public. Why when people seen this man did it take secret service so long to react. One needs not to be mislead, this was another attempt to assonate President Trump, plain and simple.",Ugzv6F8UUje-Meh-Gtp4AaABAg,5928
V4,0.538,0.913,"why i got the impression its just a fake scenario, so trump would look \good\"" before the election, are you telling me there's an assassination attempt on him and he only has a small scratch on the ear ? you are telling me the security didnt secure the most obvious spot ? isnt like USA is manipulating masses opinions through deceit for the first time""",Ugw3I2Gp-sRiRqHktSJ4AaABAg,11067
V4,0.536,0.913,why do people still call him president ? despite the fact that he is no longer president since 2021 ?,UgwK277S1MyNQBqBhKR4AaABAg,13020
V4,0.536,0.913,"What a great non-partisan breakdown. Better than anything I've seen from any other source including the MSM. I really like your approach, stating details may have already changed but this is what we know so far. To date, we continue to get just bits and pieces of information. This video looks at the entire assassination attempt in its entirety. It gives us perspective of the entire scene, including the line of sight the shooter had, as well as the layout of the two side bleachers. Even if details change this is a very important tool to help the public understand the environment in full. I hope this channel continues to follow this tragedy closely and updates the video as new information is disclosed. Thank you.",Ugy81wdURPiy-aLs6Ql4AaABAg,13781
V4,0.534,0.913,"When your secret service director is more concerned about how many vaginas are on the team the incompetence makes sense. Then you see those vaginas in action, hiding behind the president and looking lost, I won't be surprised if we see a rise in assassination attempts. Some things are just too important and should be handled by who is most qualified. The \party of science\"" sure does like to ignore reality all the time. Men are just better than women at certain things.""",UgwDgsqF301sZNvZMHd4AaABAg,4869
V4,0.532,0.913,"This Video is Propagandas \How LAW ENFORCEMENT which in most of your minds you feel means \""The Cops\"" the Local or State law enforcement\"" but in truth the US Marshals, the FBI, the Secret Service and other federal police are in fact Law Enforcement. The real title of this video \""How the SECRET SERVICE Failed to Protect Trump from an Assassination Attempt (Because they are a Joke of an Agency led by Boobs and Rubes\"". Notice it is posted on the New York Times, a Propaganda Rag, mouthpiece for the Administrative State.""",Ugy-4Sctgd3vBxPaHld4AaABAg,5830
V4,0.53,0.913,I don't think he was hired by anyone higher up tbh. I do think there was so much incompetence from the secret service it's ridiculous. Literally from the top down it's riddled with incompetence. Not only secret service either. Even in the military there's so much incompetence that it's scary. Witnessed it firsthand so many times.,UgxGrgazs-kbxifY3ox4AaABAg,4018
V4,0.53,0.913,"When so many people are hating this guy for doing so much chaos and mess in the country, for attempt for overtake power after loosing previous presidential elections, and calling people to storm the government building, after supporting russian bloody dictator, After all of this, do you think people will express compassion to him? If he has no conpassion tk anyone except himself?",UgzLe9uRzX7vsy1ypD54AaABAg,9200
V5,1,0.921,#Save_Bangladeshi_students white heavy check mark #ALjazerra white heavy check mark #Bbcnews #CNN white heavy check mark #TheWashingtonPost white heavy check mark #TheNewYorkTimes white heavy check mark #TheGuardian white heavy check mark #BBC #AlJazeeraEnglish white heavy check mark #TheWallStreetJournal white heavy check mark #CNBC #DhruvRathee white heavy check mark #UnitedNations white heavy check mark #NewYorkTimesOpinion white heavy check mark #ABCNews #NewYorkPost white heavy check mark #ProjectNightfall white heavy check mark #AbhiandNiyu white heavy check mark #QuotaReformProtest white heavy check mark #DhakaUniversityUnderAttack white heavy check mark #DUUnderAttack white heavy check mark #QuotaReformMovement white heavy check mark #savebangladeshalluniversitystudents white heavy check mark,UgzQ3kI730Ou6UImobF4AaABAg,6336
V5,0.666,0.921,"AR-15 does not mean armilight riffle , originally colt was the only company making the AR-15. it was originally just the civilian version of an M-16. Facts off or made up but the most crappy thing is where he narrated with his personal opinion. like Trump sayin fight. he was just full of shock and emotion he almost died., this dumbass doesn't know why, he doesn't himself. it humanized the guy leave him alone, he's been worried about this happening the whole damn time maybe appretiate that. he makes no money doing this and knows he's putting himself in harms way. the guy would be retired otherwise. he's trying to help us get rid of some crooked politicians, knowing he might die in the process F$$$ your narration no one agrees with. sticking to the facts, I could pick that apart all day. your guess work largely just wrong. the most simple thing. you apparently think an AR is controversial so that must make you a left wing idiot. its not controversial to anyone else, its just a great weapon, we can legally own. ...but every thing you say is so wrong LMASSOFF",UgzjZGKoNfFJeaEbDBd4AaABAg,3273
V5,0.613,0.921,"According to all known laws of aviation, there is no way a bee should be able to fly. Its wings are too small to get its fat little body off the ground. The bee, of course, flies anyway because bees don't care what humans think is impossible. Yellow, black. Yellow, black. Yellow, black. Yellow, black. Ooh, black and yellow! Let's shake it up a little. Barry! Breakfast is ready! Coming! Hang on a second. Hello? - Barry? - Adam? - Can you believe this is happening? - I can't. I'll pick you up. Looking sharp. Use the stairs. Your father paid good money for those. Sorry. I'm excited. Here's the graduate. We're very proud of you, son. A perfect report card, all B's. Very proud. Ma! I got a thing going here. - You got lint on your fuzz. - Ow! That's me! - Wave to us! We'll be in row 118,000. - Bye! Barry, I told you, stop flying in the house! - Hey, Adam. - Hey, Barry. - Is that fuzz gel? - A little. Special day, graduation. Never thought I'd make it. Three days grade school, three days high school. Those were awkward. Three days college. I'm glad I took a day and hitchhiked around the hive. You did come back different. - Hi, Barry. - Artie, growing a mustache? Looks good. - Hear about Frankie? - Yeah. - You going to the funeral? - No, I'm not going. Everybody knows, sting someone, you die. Don't waste it on a squirrel. Such a hothead. I guess he could have just gotten out of the way. I love this incorporating an amusement park into our day. That's why we don't need vacations. Boy, quite a bit of pomp... under the circumstances. - Well, Adam, today we are men. - We are! - Bee-men. - Amen! Hallelujah! Students, faculty, distinguished bees, please welcome Dean Buzzwell. Welcome, New Hive Oity graduating class of... ...9:15. That concludes our ceremonies. And begins your career at Honex Industries! Will we pick ourjob today? I heard it's just orientation. Heads up! Here we go. Keep your hands and antennas inside the tram at all times. - Wonder what it'll be like? - A little scary. Welcome to Honex, a division of Honesco and a part of the Hexagon Group. This is it! Wow. Wow. We know that you, as a bee, have worked your whole life to get to the point where you can work for your whole life. Honey begins when our valiant Pollen Jocks bring the nectar to the hive. Our top-secret formula is automatically color-corrected, scent-adjusted and bubble-contoured into this soothing sweet syrup with its distinctive golden glow you know as... Honey! - That girl was hot. - She's my cousin! - She is? - Yes, we're all cousins. - Right. You're right. - At Honex, we constantly strive to improve every aspect of bee existence. These bees are stress-testing a new helmet technology. - What do you think he makes? - Not enough. Here we have our latest advancement, the Krelman. - What does that do? - Oatches that little strand of honey that hangs after you pour it. Saves us millions. Oan anyone work on the Krelman? Of course. Most bee jobs are small ones. But bees know that every small job, if it's done well, means a lot. But choose carefully because you'll stay in the job you pick for the rest of your life. The same job the rest of your life? I didn't know that. What's the difference? You'll be happy to know that bees, as a species, haven't had one day off in 27 million years. So you'll just work us to death? We'll sure try. Wow! That blew my mind! \What's the difference?\"" How can you say that? One job forever? That's an insane choice to have to make. I'm relieved. Now we only have to make one decision in life. But, Adam, how could they never have told us that? Why would you question anything? We're bees. We're the most perfectly functioning society on Earth. You ever think maybe things work a little too well here? Like what? Give me one example. I don't know. But you know what I'm talking about. Please clear the gate. Royal Nectar Force on approach. Wait a second. Oheck it out. - Hey, those are Pollen Jocks! - Wow. I've never seen them this close. They know what it's like outside the hive. Yeah, but some don't come back. - Hey, Jocks! - Hi, Jocks! You guys did great! You're monsters! You're sky freaks! I love it! I love it! - I wonder where they were. - I don't know. Their day's not planned. Outside the hive, flying who knows where, doing who knows what. You can'tjust decide to be a Pollen Jock. You have to be bred for that. Right. Look. That's more pollen than you and I will see in a lifetime. It's just a status symbol. Bees make too much of it. Perhaps. Unless you're wearing it and the ladies see you wearing it. Those ladies? Aren't they our cousins too? Distant. Distant. Look at these two. - Oouple of Hive Harrys. - Let's have fun with them. It must be dangerous being a Pollen Jock. Yeah. Once a bear pinned me against a mushroom! He had a paw on my throat, and with the other, he was slapping me! - Oh, my! - I never thought I'd knock him out. What were you doing during this? Trying to alert the authorities. I can autograph that. A little gusty out there today, wasn't it, comrades? Yeah. Gusty. We're hitting a sunflower patch six miles from here tomorrow. - Six miles, huh? - Barry! A puddle jump for us, but maybe you're not up for it. - Maybe I am. - You are not! We're going 0900 at J-Gate. What do you think, buzzy-boy? Are you bee enough? I might be. It all depends on what 0900 means. Hey, Honex! Dad, you surprised me. You decide what you're interested in? - Well, there's a lot of choices. - But you only get one. Do you ever get bored doing the same job every day? Son, let me tell you about stirring. You grab that stick, and you just move it around, and you stir it around. You get yourself into a rhythm. It's a beautiful thing. You know, Dad, the more I think about it, maybe the honey field just isn't right for me. You were thinking of what, making balloon animals? That's a bad job for a guy with a stinger. Janet, your son's not sure he wants to go into honey! - Barry, you are so funny sometimes. - I'm not trying to be funny. You're not funny! You're going into honey. Our son, the stirrer! - You're gonna be a stirrer? - No one's listening to me! Wait till you see the sticks I have. I could say anything right now. I'm gonna get an ant tattoo! Let's open some honey and celebrate! Maybe I'll pierce my thorax. Shave my antennae. Shack up with a grasshopper. Get a gold tooth and call everybody \""dawg\""! I'm so proud. - We're starting work today! - Today's the day. Oome on! All the good jobs will be gone. Yeah, right. Pollen counting, stunt bee, pouring, stirrer, front desk, hair removal... - Is it still available? - Hang on. Two left! One of them's yours! Oongratulations! Step to the side. - What'd you get? - Picking crud out. Stellar! Wow! Oouple of newbies? Yes, sir! Our first day! We are ready! Make your choice. - You want to go first? - No, you go. Oh, my. What's available? Restroom attendant's open, not for the reason you think. - Any chance of getting the Krelman? - Sure, you're on. I'm sorry, the Krelman just closed out. Wax monkey's always open. The Krelman opened up again. What happened? A bee died. Makes an opening. See? He's dead. Another dead one. Deady. Deadified. Two more dead. Dead from the neck up. Dead from the neck down. That's life! Oh, this is so hard! Heating, cooling, stunt bee, pourer, stirrer, humming, inspector number seven, lint coordinator, stripe supervisor, mite wrangler. Barry, what do you think I should... Barry? Barry! All right, we've got the sunflower patch in quadrant nine... What happened to you? Where are you? - I'm going out. - Out? Out where? - Out there. - Oh, no! I have to, before I go to work for the rest of my life. You're gonna die! You're crazy! Hello? Another call coming in. If anyone's feeling brave, there's a Korean deli on 83rd that gets their roses today. Hey, guys. - Look at that. - Isn't that the kid we saw yesterday? Hold it, son, flight deck's restricted. It's OK, Lou. We're gonna take him up. Really? Feeling lucky, are you? Sign here, here. Just initial that. - Thank you. - OK. You got a rain advisory today, and as you all know, bees cannot fly in rain. So be careful. As always, watch your brooms, hockey sticks, dogs, birds, bears and bats. Also, I got a couple of reports of root beer being poured on us. Murphy's in a home because of it, babbling like a cicada! - That's awful. - And a reminder for you rookies, bee law number one, absolutely no talking to humans! All right, launch positions! Buzz, buzz, buzz, buzz! Buzz, buzz, buzz, buzz! Buzz, buzz, buzz, buzz! Black and yellow! Hello! You ready for this, hot shot? Yeah. Yeah, bring it on. Wind, check. - Antennae, check. - Nectar pack, check. - Wings, check. - Stinger, check. Scared out of my shorts, check. OK, ladies, let's move it out! Pound those petunias, you striped stem-suckers! All of you, drain those flowers! Wow! I'm out! I can't believe I'm out! So blue. I feel so fast and free! Box kite! Wow! Flowers! This is Blue Leader. We have roses visual. Bring it around 30 degrees and hold. Roses! 30 degrees, roger. Bringing it around. Stand to the side, kid. It's got a bit of a kick. That is one nectar collector! - Ever see pollination up close? - No, sir. I pick up some pollen here, sprinkle it over here. Maybe a dash over there, a pinch on that one. See that? It's a little bit of magic. That's amazing. Why do we do that? That's pollen power. More pollen, more flowers, more nectar, more honey for us. Oool. I'm picking up a lot of bright yellow. Oould be daisies. Don't we need those? Oopy that visual. Wait. One of these flowers seems to be on the move. Say again? You're reporting a moving flower?""",Ugyb1ry9uEiZ3fwz_xF4AaABAg,15988
V5,0.526,0.921,I think it's fake conform white heavy check mark white heavy check mark white heavy check mark white heavy check mark,UgycbDmvjhlpXPv3IXt4AaABAg,9193
V5,0.524,0.921,"Why don't make giant bulletproof cases or walls for presidents like trump so stuff like this doesn't happen again. I'm mean trump was a hair away from dying, putting presidents like him in a small open space is basically asking something horrible to happen. Plus why did they have a stage somewhere where someone could easily climb something high not far from the stage for something like this to happen",UgzqPD6t-ry0snawsvt4AaABAg,5861
V5,0.496,0.921,"\Wait wait wait wait wait wait wait wait wait wait wait, \""""",UgyCHtl96Man9w_nnqZ4AaABAg,14972
V5,0.494,0.921,It's Black Rock Black Rock is behind everything your food prices going up everything not the Biden administration Black Rock is using them as a puppet it's Black Rock look it up research them black rock owns everything they're the ones that are making dual incomes like one income they're causing a problem That's your enemy focus now on the enemy it's Black Rock,Ugyjfres_3Wi6AvuiKp4AaABAg,5169
V5,0.474,0.921,Think about it have you ever seen a shooting in a crowd like this where everyone just stayed and no one ran no every time they start running running over each other screaming people get hurt and stepped on trampled like Trump said no one left they just stood there I mean that shows how good Trump fans are. They stayed like he said fight fight fight fight fight fight fight fight they did not leave. If they would have took off running people could have been traveling on,UgyRqNrVWtSrJYGr6Ph4AaABAg,324
V5,0.467,0.921,"Trump and tragically others were hurt and killed because of Trump's own rhetoric along with relaxed Republican gun laws. It is tragic someone was killed, but this is the fault of the Republicans. What did they think would happen when we have 1-2 mass shootings a day? NO other country in the world has this problem including the fact that the NUMBER ONE killer of children is gun violence. What did they think would happen when we have 120 guns for every 100 Americans? What did they think would happen when they make it so easy for a mentally unstable 20 year old to purchase and AR?",UgzQCDjX-5vUhcSnWXp4AaABAg,5980
V5,0.466,0.921,"0:43. Look at the lady just to the right of the podium! Look at how strange her behavior and demeanor is in such a dire moment of great danger! Why is she so calmly taking a video after hearing shots and seeing the president fall to the ground! You see it! You know it looks strange! In fact, it's SO strange that it is sure to fuel ALL manner of lizard illuminati insanity. The charlatan conspiracy peddlers won't focus on the obvious worry and panic of everyone else around her. Instead, they will play X-files style music to a video of her circled in a black oval with everyone else blurred out. Then they'll slow down this clip and finally pause it and say \DID YOU SEE THAT ?!\"" Now who is she? If she's a person of power and influence, we will have a confirmed lizard for SURE. Hold onto your tinfoil hats people. All sorts of little things like this are going to fuel an absolute TYPHOON of insane bullshit conspiracy from both sides of the political aisle. The insanity can't be stopped, but it can be slowed with high quality, simple to understand fact based journalism. Media, please don't fail us now. Do your job!""",Ugz14jKIf18HWF3La2V4AaABAg,5298
V5,0.454,0.921,"Lady in white at the back seems like knew already whats gonna happen. She didnt get down or looked scared, infact she kept making the video",UgyV6uh6sN6NuSjY_E54AaABAg,13548
V5,0.447,0.921,"The Sniper Team was looking far out for other long range shooters, nobody would have expected this to happen, you can see the reaction of the sniper, he hears the shot, looks at the gunman, and jerks his head back as if to say \ wtf is that a dude with an assault rifle popping off shots?\"".... Obviously he was shocked, he flinched for a second, adjusted his scope, and eliminated the threat. I feel very sad for the people that suffered for this. But I feel like this has happened for a reason, hopefully this will start a change in the United States. I'm from the UK, it's a lot smaller and 99% of people don't have guns, a lot of people don't have privacy, due to social housing. But because of all this, the community is effectively \""Self Policing\"" because we look after our neighbours, and that creates a community that trusts eachother. Also guns are cool, they're very efficient in life threatening situations. That's not the point though, by giving everyone the 'ability to kill\"" anything, anytime, is insane. Most people don't trust people, I couldn't imagine how I would feel, knowing that everyone I see could kill me at any time. Keep guns at home, only police have guns in the UK, if you want to defend yourself against mass shootings, make sure everyone has to \""handle guns in public\"" in a very polite and safe shooting range way. That way, as soon as you see some dude waving round an AR in public. You have the right to immediately defend yourself. Thanks""",Ugx4xiQUJH6uyN89FLR4AaABAg,15164
V5,0.437,0.921,"There is one thing NO ONE seems to be talking about. The shooter was teased and bullied such as in school. Video of him expressing his distraught floats around the internet. I think more serious consequences need to exist for people who bully and pick on others. Social pressure is ok but there has to be a protective limit. Some individuals are quiet, introverts, or to themselves. That doesn't necessarily mean they do not have the ability to succeed in their chosen career path, be it engineering, computer science, writing, etc. Everyone has a right to freedom as long as they are not threatening anyone. This way, we as a community, can help reduce or eliminate situations like these where the attacked become the attackers; usually in horrendous and shocking ways to get revenge on the world. Think about it. Be kind.",UgwuoV-qsrs8plcgO6t4AaABAg,12572
V5,0.434,0.921,"For some reason I always feared this might happen. I was so relieved that from 2016 until before this happened. So when I found out , I was first so relieved that Trump was ok but also not as shocked but still was, if that makes sense. Just so wild how it happened and now it's a day that will forever be remembered in history.",Ugy2is_rDoYCHdc8s0V4AaABAg,12116
V5,0.427,0.921,A reporter said she has covered over 50 interviews with Trump and he never turns his head like he did that day or put up charts. That tells me a lot about this guy. And now a lot of people are saying that God helped him. Please do not use God's name and Trump's name together. A Fireman died for no reason and 2 others hurt bad. Orange Face just got a little boo boo. How can anyone put his name in the same breath with God? God has 10 rules. One is Do Not Lie. Everytime he opens his mouth he lies. In his speech that day before he got shot he said that he is going to be hard on criminals. Does that include himself. 33 Felonies. He is no better than anyone else in this world. Why does he think the rules doesn't apply to him? They do. And stop talking bad about people you don't like and making up lies on them. Look at yourself. Orange skin a bad combover and the biggest liar that ever lived. He made that whole shooting about him. That's sick. God Bless the man who died and the 2 that really got shot. Trump is a liar and a coward and he would walk on his own family to get what he wants. The sad thing is that America knows this about him. What is wrong with you people? God please hear my prayers and save us from this person who wants to do nothing but have power. This time we all will pay for his lies and big mouth. Wait and see.,UgxM4gVd8uIRRo0YuXV4AaABAg,8
V5,0.427,0.921,"This felt like the movie SIGNS where everything happens for a reason, then find out the little girl always setting her cups of water around the house was all meant for the moment leading to the alien invasion. It is like Trump and his mannerisms saved his life on this day. Just wow.",UgwU0AbD5FFYEUN3-RF4AaABAg,2082
V5,0.427,0.921,"This is not a surprise to anyone with a brain. He runs his mouth, he is NEVER HUMBLE. He talks like he is a king and its just sad. He makes our country chaotic. Whoever did that obviously is insane, its just not surprising at all.",Ugx4M3Tt8UeDdzu7Obh4AaABAg,2948
V5,0.427,0.921,That's a crazy title for all that speculation. I think that it's probably a clickbait title but either say the facts or don't just say speculation stuff. Like even if it was based around just the speculation it would have been just fine. I will still would have watched the video,UgzwG9z0O1bKXrdRiCV4AaABAg,4224
V5,0.427,0.921,"The major problem is the media refuses to accurately report something like this happening because they need to \get ahead the situation.\"" so it doesnt look like anyone who had anything bad to say about trump had anything to do with this,""",Ugx7-8VYuTil-jB5g0t4AaABAg,12511
V5,0.424,0.921,"What makes Trump life worthier to be protected than that of Crooks? It's not like Crooks didn't act out of a reason and thought it would be cool to shoot Trump down. Those bodyguards didn't have the time to think it through because they were conditioned to act in this way without having to think anything. What is it that Trump has but he didn't? Don't we all act out of reason? It's relative but our faith in the finality of the reason is unshakeable, be it Christian faith in Christ or someone's faith in democracy. Our object of faith might be different but the power that gives strength to this faith is derived from the human body. So how one human body is working on the same principles is different to that of another? We are so densely conditioned to think of anything else than what society has presented to us. The sad part is, while animals suffer in the slaughterhouse for human consumption, we take pride in our ignorance and call ourselves homo sapiens, wise species.",UgwHWPZr7GJXRaIKDep4AaABAg,28
V5,0.424,0.921,"I think this exposes another problem which is the divide between police/security and civilians. I've noticed throughout my life that many police officers feel that civilians can't do their job and don't know what they are talking about. This probably comes from the fact that they deal with BS calls and nonsense from people and after awhile they stop taking anything civilians say seriously. I bet that officer just brushed off the guy and figured he was calling out a cameraman or something that wasn't worth looking into. It's partly an understandable divide but it's also partly an ego and arrogance issue. Officers don't want someone else doing their job for them but sometimes you need everyone's eyes and ears to do the job properly, and you risk things like this by not listening and following up.",UgyQN9gNgphbmPB_dsN4AaABAg,8281
V5,0.421,0.921,"And honestly another thing, man why did you guys put your logo on Trump's podium? I get having a watermark in the video, in the corner, but isn't that too much? Like he's endorsing this? Maybe I'm thinking a little too progressive lol getting all bent out of shape for nothing, I just feel like that's got to not be ideal face with tears of joy",UgxUD_QcDmCHw3lP6xx4AaABAg,4196
V5,0.421,0.921,"I think the whole thing is very suspicious. Like Judge Judy always said \It has to make sense or it can't be true.\"" In other words, was it all a set-up?""",UgzyWLDY0t4pmDGcy3Z4AaABAg,10520
V5,0.414,0.921,"Is anyone else wondering when Shoegate starts. What the hell is in those shoes that's so important. Trump had four things to say, before being whisked off to his armored car. Not, \Is anyone hurt? Is there more than one shooter? Who was supposed to check that building? Instead he says, \""let me get my shoes\"" four flipping times?!?! why am I the only one here who's wondering this.""",UgwbdTG47kBJn3GRU9R4AaABAg,10810
V5,0.414,0.921,"I did not hear \fight, fight, fight\"", I heard Trump say \""Wait, wait, wait\"" to the agents because he wanted to look at the crowd (or make a cool photo).""",Ugx4IL8Km7NVmSvcvhN4AaABAg,13326
V5,0.411,0.921,I don't know who you are but this video is really good I like how you laid everything out with diagrams or the white computer generated stuff I have one question though there's a lot of different theories going around how did that boy know that that roof would be empty snipers that were easily visible I guess maybe he thought because he couldn't see them on this giant building that was full of cops and when I say full of cops it could have probably had two or three cops I don't know cuz they won't release that information but I go back to my main question how did he know the roof was clear to climb on especially considering it's sheer size,UgxeO8xu5fW-sFeknhx4AaABAg,11850
V5,0.409,0.921,"have you ever thought: when Trump turned to look at the general direction of the 20 year old, his face had 2 marks of blood. however, 2 days later, his face remained unscathed. this means the shot hit the ear and then made blood marks on Trump's face. I think Crooks or whatever his name is, is not the killer. this is just a theory though",Ugx5PgA3gQ8g3bYWp_R4AaABAg,11328
V5,0.407,0.921,How did he know that roof would be unsecured he seemed pretty confident something seems off about this whole thing,UgzViECsW9kvNWlG6dl4AaABAg,3758
V5,0.406,0.921,"DEI seems to be a pretty big problem in the Secret Service. (Not talking about race here, but gender). If you are not tall enough to make an effective body shield, you could cost the life of a president/candidate. I am all for equality in the workplace, but it should not be forced. There will also be jobs that require the size and strength of a man (you should not be weaker or smaller than the person you are guarding), just as there are jobs that better suit the mental superiority of a woman. Things could have played out far worse if the shooter had not acted alone. You can see a female agent struggling to holster her sidearm, and struggling to form a shield around trump. Brave? Sure. Just not physically large enough for the job. Thanks for reading my rant if you made it this far",UgxfDtvJhOFTHRSFNkB4AaABAg,13378
V5,0.404,0.921,"someone has to investigate the lady in the back who pulled out her phone at 0:23 . She kept looking back even though the fire wasn't shot yet , and she smiled pulling out her phone . It's like she was in on it and knew what was about to happen . She didn't panic once , she only ducked when the rest of the attenders did . I have a feeling she knew what was about to go down .",Ugx8SSgtRxxt2pn7_E54AaABAg,11634
V5,0.402,0.921,"This makes the SS look so utterly bad its not even funny. Then again, if they're like the FBI they've already been corrupted,, especially since the current president picks who's in what detail. I wouldn't put it past the Dems to have set this whole thing up, there's way too many odd coincidences, and if we've learned 1 thing over the last 4 years of this admin, its that there's no such thing as a coincidence.",UgxeIDhVGesKxWlZ_Zh4AaABAg,3920
V5,0.402,0.921,There is a YouTuber named MrTears03 from Scotland. I've never thought about some of the conspiracy theories and where really they come from but he lays it out well. It's interesting to think that even as far away as Scotland there are people talking about this. Something does seem fishy.,UgxFFxWJJSlLV7BdYpp4AaABAg,8879
V5,0.401,0.921,"Don't worry just a bit more dramatic episode of The Apprentice. Ketchip packet, a guy who lives on hamberders will always have a couple of those on hand. Or \Theatrical Blood\"" my little sister got a tube of that when we were kids and Oh the hijinks that ensued. Donnie was in no danger, he just likes to do \""look at me!!\"" things like this.""",Ugz6CFsAbNeteBX5D8x4AaABAg,8113
V5,0.401,0.921,"that trump moment was crazy bro \wait wait wait\"" mf meant \""wait l need to pose for the photo of the decade\""""",UgwaRsTGW7wZDNIa4mB4AaABAg,10741
V5,0.401,0.921,i have a theory is stupid tho i think that maybe trump thought that he might lose so he hired someone to make him look big infront of the usa i doubt it tho it seems stupid to do,Ugx-8x91th3A4zTBYzx4AaABAg,11135
V5,0.401,0.921,I don't like Donald trump well like I don't want him to die but I don't like him he doesn't like veterans and my dad was a veteran and I love him I don't like that like what did they do veterans fought for our lives they died for us,Ugx9EANgttX3AhcuIIB4AaABAg,11232
V5,0.397,0.921,"Theory: Bureaucrats were realizing that their possession over Biden was to close, so they decided to take advantage of Crooks. They informed him of info to help him attempt an assassination. As this was all happening, Trump and his bodyguards knew of this, from the communications in the crowd. He thought fast, and decided to direct the guards to make it look realistic to think he didn't know of the shot beforehand, but also survive it. He then thought thought of the perfect bad*ss pose and line to increase his marketing. Whilst this was happening, the photographers actually were there knowing the of assassin's prescience, being informed by the funders of Crooks, which I'm assuming are the possesses of Biden. They still made their money, but Crooks and the funders failed. Thus, the \Terrainocracy\"" overpowered the Bureaucracy. Democrats, fearful of the power Trump know had, decided to publicly push Biden to step down. This is not only causing a wake up call to how unstable politics are, but also, to how potentially a civil war could breakout. With Trump now empowering his followers, the democrats, go full polarized, leading to potentially a more totalitarian, communalized, and unstable party. This just my theory on how this had and will play out in not only U.S. History, but Global History. We almost had another WW1...""",UgzaLyCjECN7Ui-647J4AaABAg,10528
V5,0.396,0.921,There is a YouTuber named MrTears03 from Scotland. I've never thought about some of the conspiracy theories and where really they come from but he lays it out well. It's interesting to think that even as far away as Scotland there are people talking about this. Something does seem fishy.This whole thing is very scary .,UgwtHo8YPg0hgMeJELx4AaABAg,316
V5,0.396,0.921,And the FBI lady sitting in the bleachers next to the president gives a signal to someone not sure but to me she doing something suspicious she just sat there I don't know please check it out I just saw what I seen,UgyzGdVasMftdIHZP_94AaABAg,5546
V5,0.396,0.921,"This is like a magic show, we need Penn and Teller. There are probably 5 levels of deception, Even now we are all probably selecting the wrong cup to look under, but there is probably nothing under any cup. I think we are being played like a fiddle.",UgxGMxrzBz2UheQFxdN4AaABAg,6944
V5,0.396,0.921,"Anyone else concerned this happened after the debate? Right when it looks like Biden is doomed to lose, and won't give up his nomination? Almost feels like this was the last option.",UgzlA4KJSZ75g6THNCJ4AaABAg,8229
V5,0.396,0.921,Lowkey wild thought but what if he was associated with blackrock and ppl know blackrock as a sus organization like illuminati type shit so it is a far reach but what if he was brainwashed to make this attempt by higher powers as he can easily be described as a nobody who did it for whatever reason,Ugyzr1Bo_wCQw60m3N14AaABAg,14352
V5,0.394,0.921,"When did trump inquire if anyone else was injured before yelling \fight, fight, fight\""? BTW, fight what? Another call to arms like on January 6th?""",UgzTc-ucX_4qdJRDwUJ4AaABAg,5657
V5,0.392,0.921,Wait wait wait not fight fight fight,Ugw3iIdHRnvM8lranRJ4AaABAg,13256
V5,0.389,0.921,"I know a guy like Trump ( my father). There is a definite possibility that Trump was told not to go out, but he did anyway because he wouldn't believe anyone wanted to hurt him even though everyone who knew him thinks he's a garbage person.",UgxiAdFUs27L8NfMP5B4AaABAg,10103
V5,0.387,0.921,"I have a bad feeling that this incident will be talked about in history, much like folks talk about if time machines exist, would going back in time to kill Hitler as a baby would the holocaust have been avoided.",UgwaaSKEEh-b8Jq1_ql4AaABAg,2393
V5,0.387,0.921,"I think He shouted \America\"" 3 times not Fight.. I don't know for sure but his lips movement felt like America not Fight""",UgwgmuxN7tCZOHSKo3V4AaABAg,2866
V5,0.387,0.921,I think the whole presentation is great but some Facts about the AR not accurate. so far the ladder should not even talk about it since they are saying this Person Bought 50 round of Ammo and they found a receipt for a ladder purchase at home depot. never less do your graphics and animation and Look into the fact not assume or add things that so far ain't fact.,UgzFn4iA6Q1hh65nVcp4AaABAg,4243
V5,0.386,0.921,"0:17 *HAVE YOU SEEN* the woman behind Ttump? She's wearing sunglasses, a blue hat, and a white dress. RIGHT BEFORE it happened she keeps looking and looking towards the direction of it. Then she randomly sits down just before it happens. Then THE SECOND it happened she pulled out her phone and started recording with ZERO PANICKING. She's the modern day BABUSHKA LADY!",Ugy8oeecO2nzQv27PKl4AaABAg,14867
V5,0.386,0.921,"bro was so quick to make this video, he probably knew it was gonna happen before it happened.",UgwUrVI5Ja4viD9flgd4AaABAg,15389
V5,0.382,0.921,"First, he started by playing video games and building his confidence. Then he got a lot of woke friends, started to grow out his hair and play with being trans. Then glowies approached him disguised as woke activists in total fear of Trump and made him feel like a hero if he did something about it.",UgxJTkbQU9dAktj121V4AaABAg,4345
